1500, 0.083516, -0.261091, -0.493403, 0.564437
1500, 0.082970, -0.261449, -0.493935, 0.564988
1500, 0.083127, -0.261913, -0.493933, 0.565224
1500, 0.083261, -0.261356, -0.493367, 0.564491
1525, 0.064052, -0.279331, -0.494516, 0.571554
1525, 0.064758, -0.278935, -0.494256, 0.571216
1525, 0.065501, -0.281798, -0.494930, 0.573285
1525, 0.063578, -0.281137, -0.494676, 0.572525
1550, 0.065448, -0.282394, -0.494151, 0.572900
1550, 0.064274, -0.282291, -0.494254, 0.572806
1550, 0.064764, -0.281378, -0.493994, 0.572187
1550, 0.064757, -0.280055, -0.493905, 0.571460
1575, 0.065284, -0.281889, -0.494852, 0.573239
1575, 0.063935, -0.281119, -0.495413, 0.573193
1575, 0.065465, -0.282100, -0.495578, 0.573990
1575, 0.064867, -0.281312, -0.495963, 0.573867
1600, 0.066343, -0.282062, -0.493691, 0.572443
1600, 0.066489, -0.282543, -0.493947, 0.572918
1600, 0.067072, -0.282444, -0.493788, 0.572800
1600, 0.067182, -0.281411, -0.493629, 0.572167
1625, 0.066547, -0.281825, -0.493518, 0.572201
1625, 0.067466, -0.282865, -0.493999, 0.573236
1625, 0.067300, -0.283034, -0.493943, 0.573251
1625, 0.067392, -0.282436, -0.493815, 0.572857
1650, 0.068777, -0.283744, -0.493810, 0.573663
1650, 0.068838, -0.284690, -0.493565, 0.573928
1650, 0.068822, -0.283317, -0.493642, 0.573313
1650, 0.068629, -0.284187, -0.493982, 0.574013
1675, 0.069230, -0.285850, -0.494009, 0.574933
1675, 0.070365, -0.285023, -0.493895, 0.574562
1675, 0.068981, -0.285515, -0.494228, 0.574925
1675, 0.069715, -0.285485, -0.494085, 0.574876
1700, 0.073642, -0.286740, -0.494112, 0.576012
1700, 0.073204, -0.286540, -0.494112, 0.575856
1700, 0.072189, -0.285077, -0.494207, 0.575083
1700, 0.071755, -0.284698, -0.494090, 0.574740
1675, 0.071218, -0.284121, -0.494160, 0.574449
1675, 0.070195, -0.284180, -0.494207, 0.574391
1675, 0.070015, -0.285921, -0.494586, 0.575559
1675, 0.070412, -0.285243, -0.494293, 0.575019
1650, 0.068033, -0.282631, -0.494155, 0.573322
1650, 0.068811, -0.283662, -0.493842, 0.573654
1650, 0.068401, -0.282535, -0.494160, 0.573323
1650, 0.067294, -0.284299, -0.494493, 0.574350
1625, 0.066723, -0.281725, -0.494265, 0.572816
1625, 0.066548, -0.281688, -0.494213, 0.572733
1625, 0.066476, -0.282066, -0.494036, 0.572758
1625, 0.066687, -0.282107, -0.493919, 0.572702
1600, 0.065838, -0.281658, -0.494094, 0.572534
1600, 0.065882, -0.281165, -0.494582, 0.572718
1600, 0.066355, -0.280196, -0.494605, 0.572317
1600, 0.066496, -0.279979, -0.493625, 0.571380
1575, 0.065150, -0.280562, -0.494750, 0.572483
1575, 0.064661, -0.280654, -0.494222, 0.572017
1575, 0.065695, -0.280692, -0.493852, 0.571834
1575, 0.065612, -0.281135, -0.493894, 0.572078
1550, 0.065133, -0.280485, -0.494788, 0.572477
1550, 0.065019, -0.280152, -0.494063, 0.571674
1550, 0.065054, -0.280837, -0.494485, 0.572378
1550, 0.064629, -0.281375, -0.494623, 0.572713
1525, 0.063637, -0.279933, -0.494501, 0.571790
1525, 0.063142, -0.277618, -0.494715, 0.570790
1525, 0.065147, -0.278917, -0.494512, 0.571473
1525, 0.064672, -0.280969, -0.495369, 0.573164
1500, 0.044318, -0.251533, -0.490146, 0.552699
1500, 0.043915, -0.252331, -0.489964, 0.552869
1500, 0.044189, -0.251996, -0.489854, 0.552641
1500, 0.043822, -0.251765, -0.490361, 0.552956
1475, 0.043777, -0.251939, -0.489936, 0.552655
1475, 0.043722, -0.251958, -0.490246, 0.552934
1475, 0.043764, -0.251784, -0.489991, 0.552631
1475, 0.043500, -0.252306, -0.490545, 0.553340
1450, 0.065086, -0.282201, -0.495241, 0.573705
1450, 0.063454, -0.280366, -0.495241, 0.572621
1450, 0.064372, -0.279069, -0.495323, 0.572161
1450, 0.064697, -0.281706, -0.495757, 0.573863
1425, 0.064357, -0.280826, -0.495152, 0.572871
1425, 0.064514, -0.279295, -0.494598, 0.571660
1425, 0.065566, -0.280656, -0.495413, 0.573150
1425, 0.064669, -0.281459, -0.495544, 0.573555
1400, 0.065286, -0.280967, -0.495495, 0.573341
1400, 0.065512, -0.280212, -0.494994, 0.572564
1400, 0.065061, -0.279862, -0.495349, 0.572648
1400, 0.064958, -0.280675, -0.495054, 0.572780
1375, 0.066715, -0.280787, -0.494765, 0.572787
1375, 0.066978, -0.281791, -0.495256, 0.573734
1375, 0.067503, -0.280981, -0.494959, 0.573142
1375, 0.066328, -0.280221, -0.494358, 0.572113
1350, 0.069191, -0.282076, -0.494852, 0.573788
1350, 0.068893, -0.281962, -0.494901, 0.573738
1350, 0.069119, -0.282612, -0.495109, 0.574264
1350, 0.068279, -0.282695, -0.495296, 0.574366
1325, 0.070170, -0.282740, -0.494687, 0.574091
1325, 0.070962, -0.283888, -0.495254, 0.575243
1325, 0.070263, -0.282180, -0.495413, 0.574453
1325, 0.070395, -0.283614, -0.495024, 0.574840
1300, 0.071781, -0.284140, -0.494933, 0.575192
1300, 0.071200, -0.284333, -0.494998, 0.575272
1300, 0.071480, -0.284105, -0.494763, 0.574992
1300, 0.072610, -0.284609, -0.495309, 0.575852
1325, 0.070979, -0.284713, -0.495420, 0.575796
1325, 0.069254, -0.282020, -0.495048, 0.573937
1325, 0.069918, -0.283577, -0.495599, 0.575258
1325, 0.069401, -0.283523, -0.495451, 0.575042
1350, 0.068692, -0.281244, -0.495633, 0.573994
1350, 0.068668, -0.281704, -0.495457, 0.574064
1350, 0.069589, -0.281145, -0.495204, 0.573683
1350, 0.068821, -0.282859, -0.495489, 0.574678
1375, 0.067972, -0.280111, -0.495051, 0.572851
1375, 0.067299, -0.281669, -0.495364, 0.573805
1375, 0.067494, -0.281463, -0.495071, 0.573473
1375, 0.067593, -0.280631, -0.495068, 0.573075
1400, 0.066484, -0.279598, -0.495521, 0.572832
1400, 0.066587, -0.280764, -0.495816, 0.573668
1400, 0.066887, -0.281144, -0.495313, 0.573455
